TimeZone;Etc/GMT-1;Etc/GMT-1;Etc/GMT-1;Etc/GMT-1;Etc/GMT-1;Etc/GMT-1;Etc/GMT-1;Etc/GMT-1;Etc/GMT-1;Etc/GMT-1
DateTime;Test case 0;Test case 1;Test case 2;Test case 3;Test case 4;Test case 5;Test case 6;Test case 7;Test case 8;Test case 9
01/01/2050 00:00;1028,867107;1668,685761;827,109157;1015,178370;1059,782070;1128,554055;1169,903740;762,191427;1431,941850;1621,852528
02/01/2050 00:00;1028,867107;1668,685761;827,109157;1015,178370;1059,782070;1128,554055;1169,903740;762,191427;1431,941850;1621,852528
03/01/2050 00:00;1027,777111;1658,650043;816,152520;1027,834569;1058,874310;1146,947378;1182,354317;765,240964;1439,189450;1635,528667
04/01/2050 00:00;1024,239090;1649,010710;808,362333;1047,818040;1052,149476;1167,527821;1195,471567;769,604956;1445,138972;1647,462817
05/01/2050 00:00;1016,912886;1640,938894;805,645663;1078,369348;1040,200389;1180,345780;1202,985157;779,244297;1451,034408;1656,738142
06/01/2050 00:00;1010,801760;1631,443700;807,408800;1117,076073;1028,677394;1189,416950;1208,985217;793,773412;1457,236334;1660,802782
07/01/2050 00:00;1003,993750;1618,777435;814,371392;1151,624075;1019,118125;1195,010242;1217,994318;809,704613;1463,131770;1662,147475
08/01/2050 00:00;996,113614;1602,219402;823,043147;1174,776097;1007,169039;1194,579988;1229,796239;826,442014;1468,864946;1661,184797
09/01/2050 00:00;989,394948;1583,048840;831,732894;1189,538662;990,532947;1192,106033;1237,381901;843,442305;1474,742353;1658,373167
10/01/2050 00:00;984,856275;1560,274788;839,577054;1198,828276;974,248843;1184,379403;1239,940486;859,355981;1481,160625;1655,041995
11/01/2050 00:00;973,170086;1523,609285;846,305761;1196,991957;971,692294;1169,481887;1245,273873;869,030373;1472,038024;1642,496621
12/01/2050 00:00;953,889661;1475,178391;845,730043;1186,910205;972,544477;1142,250447;1246,246856;870,467511;1446,112530;1630,104053
13/01/2050 00:00;941,167082;1429,576235;843,786994;1180,357067;991,885324;1112,365779;1241,670233;870,011833;1421,539200;1625,901888
14/01/2050 00:00;940,899050;1399,631240;846,755541;1179,942995;1056,299236;1089,634070;1237,237756;874,060357;1406,809625;1619,621560
15/01/2050 00:00;951,102129;1388,154126;858,485799;1186,982218;1155,800853;1075,310225;1235,471972;884,961575;1405,403374;1609,521082
16/01/2050 00:00;967,684367;1396,676378;877,592447;1204,193208;1263,916928;1073,822267;1246,751366;902,400018;1417,050015;1607,183150
17/01/2050 00:00;983,408903;1420,675616;899,757598;1225,238864;1347,893995;1089,651998;1262,895673;922,940577;1437,025987;1617,237786
18/01/2050 00:00;997,632461;1444,530715;922,084669;1240,883582;1403,434090;1110,214513;1270,427281;939,958394;1452,693063;1631,295940
19/01/2050 00:00;1013,785848;1448,638693;937,359193;1248,228858;1439,559234;1120,630226;1263,057837;950,158569;1463,672636;1626,207500
20/01/2050 00:00;1033,137748;1447,755838;952,165946;1255,286084;1467,810950;1129,647615;1248,823459;959,149445;1476,545238;1617,329470
21/01/2050 00:00;1052,328830;1446,116250;965,893227;1261,083092;1495,043752;1139,202821;1230,408858;969,297042;1491,977939;1605,334197
22/01/2050 00:00;1072,181056;1442,350604;977,083749;1266,213983;1514,310496;1149,708169;1208,714944;979,497217;1510,187083;1594,530812
23/01/2050 00:00;1088,691819;1433,738265;990,163347;1272,731115;1526,945034;1160,339007;1189,003033;988,207676;1524,826513;1593,018032
24/01/2050 00:00;1106,649954;1423,035902;999,482786;1278,852179;1542,321377;1168,585526;1169,255085;999,652202;1535,770029;1594,653057
25/01/2050 00:00;1125,412184;1411,126370;1010,079599;1281,984723;1552,177058;1175,666776;1153,669342;1015,408142;1546,407054;1596,150556
26/01/2050 00:00;1144,442446;1395,973698;1026,541541;1282,992898;1555,289378;1175,111033;1142,714276;1034,511563;1557,224367;1597,097953
27/01/2050 00:00;1164,026641;1378,046339;1045,432295;1283,244942;1556,123035;1164,767030;1136,047542;1054,473761;1567,536872;1597,602213
28/01/2050 00:00;1181,216418;1358,245166;1067,813340;1283,316954;1554,363092;1149,815732;1132,389847;1073,174082;1574,045289;1596,288081
29/01/2050 00:00;1197,888000;1341,092558;1095,357858;1289,438018;1547,490052;1139,113184;1125,038421;1089,806326;1578,300099;1588,647780
30/01/2050 00:00;1214,416631;1324,138141;1131,484175;1296,405228;1530,779857;1127,406713;1117,578886;1103,686977;1581,996014;1573,749193
