TimeZone;Etc/GMT-1;Etc/GMT-1;Etc/GMT-1;Etc/GMT-1;Etc/GMT-1;Etc/GMT-1;Etc/GMT-1;Etc/GMT-1;Etc/GMT-1;Etc/GMT-1
DateTime;Test case 0;Test case 1;Test case 2;Test case 3;Test case 4;Test case 5;Test case 6;Test case 7;Test case 8;Test case 9
01/01/2050 00:00;1204,416931;1419,480896;1074,421719;872,902601;826,064316;804,158654;773,478764;1542,860758;1231,081835;343,676735
02/01/2050 00:00;1204,416931;1419,480896;1074,421719;872,902601;826,064316;804,158654;773,478764;1542,860758;1231,081835;343,676735
03/01/2050 00:00;1212,591818;1432,054612;1106,748593;883,417485;823,652723;788,789145;746,320089;1542,830912;1215,399490;351,757542
04/01/2050 00:00;1220,093066;1441,334028;1136,478903;893,646676;819,780017;774,507496;715,957143;1543,271129;1198,011770;363,203428
05/01/2050 00:00;1226,569822;1444,259139;1166,919925;906,433166;819,163215;761,355548;697,162042;1547,688213;1174,548652;377,529545
06/01/2050 00:00;1232,779929;1443,982247;1196,115440;918,460130;819,122769;750,721019;688,085624;1550,583194;1146,324694;389,656528
07/01/2050 00:00;1233,004475;1446,921557;1223,629171;927,943733;812,964864;741,857749;679,729109;1553,948237;1120,822231;399,209197
08/01/2050 00:00;1224,920810;1455,625891;1245,281280;935,378711;795,097837;733,754587;669,227002;1558,223557;1098,226012;403,422761
09/01/2050 00:00;1161,093540;1419,779087;1221,947385;922,898819;722,380962;713,782594;633,196588;1511,538256;1054,312604;387,405446
10/01/2050 00:00;1063,219446;1355,362757;1162,078634;891,228741;657,197156;681,927822;581,434187;1440,238156;1006,022067;372,190440
11/01/2050 00:00;952,609370;1299,551363;1090,458494;846,953345;585,506597;652,172062;521,837554;1371,616659;971,736922;367,647872
12/01/2050 00:00;869,758823;1258,670813;1022,180816;804,510563;527,577795;631,230757;470,943271;1317,007467;944,642776;367,509344
13/01/2050 00:00;836,168109;1232,422916;977,131480;779,432321;503,305132;619,675731;440,566209;1288,803786;931,660608;375,711364
14/01/2050 00:00;837,845189;1228,695530;959,806978;773,655754;504,963418;616,509780;432,174404;1281,327572;939,611919;391,422762
15/01/2050 00:00;875,204070;1244,634543;978,799192;791,103912;533,862094;626,488803;443,248198;1291,377931;967,203467;412,328965
16/01/2050 00:00;996,739724;1294,617014;1052,234816;838,410437;632,707095;649,396624;462,332672;1325,580491;1018,108912;438,580044
17/01/2050 00:00;1121,348855;1359,942117;1147,076263;892,643268;703,553343;675,456449;483,449812;1376,682876;1062,079166;462,210634
18/01/2050 00:00;1118,324498;1385,196045;1166,413278;921,365834;710,065151;686,892926;497,720820;1422,174369;1080,888032;474,839781
19/01/2050 00:00;1108,465515;1401,724339;1177,658020;948,011901;712,941873;691,704615;510,672007;1461,719214;1093,536230;488,802262
